link,outlet,party,avg_sentence_sentiment_textblob,avg_sentence_subjectivity_textblob,sentence_count
https://indianexpress.com/article/opinion/editorials/express-view-on-new-delhi-cm-rekha-gupta-has-her-task-cut-out-9847415/,IndianExpress,AAP,0.06232933732933733,0.37806360306360315,1
https://indianexpress.com/article/opinion/editorials/express-view-on-new-delhi-cm-rekha-gupta-has-her-task-cut-out-9847415/,IndianExpress,Congress,0.06232933732933733,0.37806360306360315,1
https://indianexpress.com/article/opinion/editorials/delhi-election-results-aam-aadmi-message-9825163/,IndianExpress,BJP,0.21756568144499178,0.46580870279146147,1
https://indianexpress.com/article/opinion/editorials/delhi-election-results-aam-aadmi-message-9825163/,IndianExpress,AAP,0.21756568144499178,0.46580870279146147,1
https://indianexpress.com/article/opinion/editorials/express-view-on-assembly-poll-in-capital-the-idea-of-delhi-9819949/,IndianExpress,BJP,0.1645714285714286,0.3449523809523809,1
https://indianexpress.com/article/opinion/editorials/express-view-on-assembly-poll-in-capital-the-idea-of-delhi-9819949/,IndianExpress,AAP,0.1645714285714286,0.3449523809523809,1
https://indianexpress.com/article/opinion/editorials/express-view-on-assembly-poll-in-capital-the-idea-of-delhi-9819949/,IndianExpress,Congress,0.1645714285714286,0.3449523809523809,1
https://indianexpress.com/article/opinion/editorials/express-view-on-india-and-trump-2-0-delhis-challenges-9792018/,IndianExpress,BJP,0.09336367655333172,0.42422634836427947,1
https://indianexpress.com/article/opinion/editorials/express-view-on-india-bloc-a-crumbling-foretold-9772313/,IndianExpress,BJP,0.020238095238095236,0.35039682539682543,1
https://indianexpress.com/article/opinion/editorials/express-view-on-india-bloc-a-crumbling-foretold-9772313/,IndianExpress,AAP,0.020238095238095236,0.35039682539682543,1
https://indianexpress.com/article/opinion/editorials/express-view-on-india-bloc-a-crumbling-foretold-9772313/,IndianExpress,Congress,0.020238095238095236,0.35039682539682543,1
https://indianexpress.com/article/opinion/editorials/express-view-on-delhi-elections-local-is-national-9767862/,IndianExpress,BJP,0.17742882117882117,0.4807609057609058,1
https://indianexpress.com/article/opinion/editorials/express-view-on-delhi-elections-local-is-national-9767862/,IndianExpress,AAP,0.17742882117882117,0.4807609057609058,1
https://indianexpress.com/article/opinion/editorials/express-view-on-delhi-elections-local-is-national-9767862/,IndianExpress,Congress,0.17742882117882117,0.4807609057609058,1
https://indianexpress.com/article/opinion/columns/bjps-win-in-delhi-has-lessons-for-aap-9847455/,IndianExpress,BJP,0.09313056872580679,0.38221128518747566,1
https://indianexpress.com/article/opinion/columns/bjps-win-in-delhi-has-lessons-for-aap-9847455/,IndianExpress,AAP,0.09313056872580679,0.38221128518747566,1
https://indianexpress.com/article/opinion/columns/bjps-win-in-delhi-has-lessons-for-aap-9847455/,IndianExpress,Congress,0.09313056872580679,0.38221128518747566,1
https://indianexpress.com/article/opinion/columns/from-freebies-to-empowerment-new-bjp-government-will-have-to-tackle-delhis-welfare-dilemma-9847413/,IndianExpress,BJP,0.08871003494497472,0.39176054868825944,1
https://indianexpress.com/article/opinion/columns/from-freebies-to-empowerment-new-bjp-government-will-have-to-tackle-delhis-welfare-dilemma-9847413/,IndianExpress,AAP,0.08871003494497472,0.39176054868825944,1
https://indianexpress.com/article/opinion/columns/rekha-gupta-bjp-choice-delhi-chief-minister-9845979/,IndianExpress,BJP,0.12200413223140497,0.40635576544667457,1
